type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,12187.88,22472.0,10284.12,0.0,0.0,0
PAYMENT,10777.89,105804.0,95026.11,0.0,0.0,0
PAYMENT,708.82,43324.0,42615.18,0.0,0.0,0
DEBIT,5633.3,61694.0,56060.7,49578.0,0.0,0
PAYMENT,2223.41,17.0,0.0,0.0,0.0,0
PAYMENT,2195.63,9320.0,7124.37,0.0,0.0,0
DEBIT,1668.11,1080.0,0.0,17145.04,9672.67,0
TRANSFER,281425.06,0.0,0.0,299995.48,247063.16,0
TRANSFER,18561.23,0.0,0.0,192136.35,15375.37,0
TRANSFER,39069.42,0.0,0.0,238390.23,651524.92,0
TRANSFER,63186.93,0.0,0.0,150527.05,46393.85,0
TRANSFER,419757.69,0.0,0.0,559328.89,1015132.48,0
TRANSFER,127920.4,0.0,0.0,330781.11,965870.05,0
TRANSFER,11136.72,0.0,0.0,16180.11,27316.83,0
TRANSFER,33782.98,0.0,0.0,39134.79,16896.7,0
TRANSFER,3776389.09,0.0,0.0,10138670.86,16874643.09,0
TRANSFER,1127058.69,0.0,0.0,1517620.71,3461666.05,0
TRANSFER,112401.53,0.0,0.0,259740.13,97263.78,0
TRANSFER,668237.36,0.0,0.0,2115891.91,4619798.56,0
TRANSFER,789419.02,0.0,0.0,1967540.22,2107778.11,0
TRANSFER,569068.84,0.0,0.0,1001253.72,3997768.55,0
TRANSFER,682894.68,0.0,0.0,2079321.97,1412484.09,0
TRANSFER,443116.03,0.0,0.0,1299990.45,1254956.07,0
TRANSFER,3942.44,0.0,0.0,25716.56,0.0,0
TRANSFER,539430.95,0.0,0.0,595549.33,424250.45,0
TRANSFER,598782.65,0.0,0.0,2644679.4,3461666.05,0
TRANSFER,600581.61,0.0,0.0,1570322.56,3997768.55,0
TRANSFER,221297.05,0.0,0.0,595455.57,500631.71,0
TRANSFER,249592.99,0.0,0.0,816752.62,500631.71,0
PAYMENT,5170.23,184781.0,179610.77,0.0,0.0,0
PAYMENT,8553.73,69404.0,60850.27,0.0,0.0,0
CASH_OUT,9980.32,12936.0,2955.68,0.0,9980.32,0
PAYMENT,11982.62,22386.0,10403.38,0.0,0.0,0
DEBIT,2763.95,60249.0,57485.05,10137.14,12901.08,0
CASH_OUT,265763.02,57485.05,0.0,1784963.53,971418.91,0
PAYMENT,2364.01,31392.0,29027.99,0.0,0.0,0
PAYMENT,1432.47,7102.0,5669.53,0.0,0.0,0
PAYMENT,233.76,54214.0,53980.24,0.0,0.0,0
PAYMENT,13259.12,581420.54,568161.42,0.0,0.0,0
PAYMENT,2364.34,568161.42,565797.08,0.0,0.0,0
PAYMENT,3903.48,11308.0,7404.52,0.0,0.0,0
TRANSFER,301298.69,213449.0,0.0,25871.21,4891090.56,0
PAYMENT,6623.21,1036.0,0.0,0.0,0.0,0
DEBIT,1009.43,23322.0,22312.57,476138.03,55974.56,0
PAYMENT,1639.33,5912.0,4272.67,0.0,0.0,0
PAYMENT,2033.14,186592.0,184558.86,0.0,0.0,0
TRANSFER,45864.43,10675.0,0.0,42769.62,0.0,0
PAYMENT,11411.34,90587.0,79175.66,0.0,0.0,0
PAYMENT,23.31,45360.0,45336.69,0.0,0.0,0
PAYMENT,613.83,368.0,0.0,0.0,0.0,0
PAYMENT,7154.46,10115.0,2960.54,0.0,0.0,0
PAYMENT,1091.54,74850.0,73758.46,0.0,0.0,0
PAYMENT,3193.99,29992.0,26798.01,0.0,0.0,0
PAYMENT,1849.56,10426.0,8576.44,0.0,0.0,0
PAYMENT,4170.82,31251.0,27080.18,0.0,0.0,0
PAYMENT,4099.91,21262.0,17162.09,0.0,0.0,0
PAYMENT,5923.01,6057.0,133.99,0.0,0.0,0
TRANSFER,208376.61,133.99,0.0,1541573.96,2444985.19,0
TRANSFER,131033.44,0.0,0.0,141691.68,353532.56,0
TRANSFER,223848.92,0.0,0.0,249663.72,32092.07,0
TRANSFER,68332.36,0.0,0.0,2170904.16,3997768.55,0
TRANSFER,205368.78,0.0,0.0,2050726.55,971418.91,0
TRANSFER,424141.36,0.0,0.0,763134.49,1186556.81,0
TRANSFER,373185.07,0.0,0.0,430989.2,1178808.14,0
TRANSFER,2258388.15,0.0,0.0,2784129.27,4619798.56,0
TRANSFER,250968.18,0.0,0.0,2239236.52,3997768.55,0
TRANSFER,19772.53,0.0,0.0,44486.99,64259.52,0
TRANSFER,43023.82,0.0,0.0,56750.45,42450.71,0
TRANSFER,1628887.72,0.0,0.0,1986951.69,3940085.21,0
TRANSFER,755499.13,0.0,0.0,8637055.36,12494367.15,0
TRANSFER,289203.45,0.0,0.0,979086.58,1015132.48,0
TRANSFER,902485.36,0.0,0.0,2016196.28,3420103.09,0
TRANSFER,351854.11,0.0,0.0,3615839.41,3940085.21,0
TRANSFER,605790.2,0.0,0.0,804174.27,1178808.14,0
TRANSFER,353312.93,0.0,0.0,458701.51,965870.05,0
TRANSFER,855931.4,0.0,0.0,1329839.38,2025098.66,0
TRANSFER,699928.86,0.0,0.0,1268290.04,1015132.48,0
PAYMENT,5886.25,29735.29,23849.03,0.0,0.0,0
TRANSFER,200774.62,23849.03,0.0,255089.02,97128.19,0
DEBIT,1088.94,5096.0,4007.06,13100.81,0.0,0
PAYMENT,3500.0,103588.0,100088.0,0.0,0.0,0
TRANSFER,109552.96,9915.47,0.0,1846787.05,2107965.39,0
TRANSFER,59531.87,0.0,0.0,1968218.89,1015132.48,0
TRANSFER,133637.07,0.0,0.0,1921882.33,3554299.27,0
TRANSFER,75752.73,0.0,0.0,372141.66,97263.78,0
TRANSFER,100362.16,0.0,0.0,876637.74,1567434.81,0
TRANSFER,191177.92,0.0,0.0,1749950.57,2444985.19,0
TRANSFER,435589.96,0.0,0.0,1409964.46,1178808.14,0
TRANSFER,1950.77,0.0,0.0,106511.31,0.0,0
TRANSFER,2223005.62,0.0,0.0,3831539.16,6453430.91,0
TRANSFER,902505.61,0.0,0.0,1571970.16,2719172.89,0
TRANSFER,1201716.66,0.0,0.0,4139387.14,5515763.34,0
TRANSFER,494972.01,0.0,0.0,2185770.78,2025098.66,0
TRANSFER,1417001.19,0.0,0.0,2055519.4,3554299.27,0
PAYMENT,3445.96,8576.0,5130.04,0.0,0.0,0
PAYMENT,2650.82,3113.0,462.18,0.0,0.0,0
PAYMENT,2073.2,21363.74,19290.55,0.0,0.0,0
CASH_OUT,319825.94,19290.55,0.0,1743106.48,1254956.07,0
CASH_OUT,129431.13,0.0,0.0,976999.9,1567434.81,0
CASH_OUT,105351.94,0.0,0.0,1845554.42,1178808.14,0
CASH_OUT,38167.0,0.0,0.0,82599.36,5203.54,0
CASH_OUT,4682.74,0.0,0.0,27134.6,40348.79,0
DEBIT,1280.14,15159.0,13878.86,11898.0,67762.92,0
DEBIT,3039.84,152809.0,149769.16,2079710.62,1517262.16,0
PAYMENT,5998.0,164.0,0.0,0.0,0.0,0
PAYMENT,4273.0,0.0,0.0,0.0,0.0,0
PAYMENT,3637.13,0.0,0.0,0.0,0.0,0
PAYMENT,892.53,29998.0,29105.47,0.0,0.0,0
PAYMENT,10707.6,42496.0,31788.4,0.0,0.0,0
PAYMENT,6380.75,31788.4,25407.65,0.0,0.0,0
TRANSFER,271161.74,0.0,0.0,0.0,0.0,0
TRANSFER,274108.4,0.0,0.0,2062932.43,1254956.07,0
DEBIT,2676.97,94551.0,91874.03,54856.21,0.0,0
PAYMENT,7512.61,20574.0,13061.39,0.0,0.0,0
PAYMENT,8612.28,137974.0,129361.72,0.0,0.0,0
PAYMENT,413.4,56237.03,55823.63,0.0,0.0,0
PAYMENT,6794.39,55823.63,49029.24,0.0,0.0,0
PAYMENT,9247.18,5582.0,0.0,0.0,0.0,0
PAYMENT,2821.51,0.0,0.0,0.0,0.0,0
TRANSFER,378703.81,31813.0,0.0,6353.62,22774.25,0
PAYMENT,9818.95,151.0,0.0,0.0,0.0,0
PAYMENT,13268.46,5881.44,0.0,0.0,0.0,0
CASH_IN,378896.52,0.0,378896.52,3472520.59,3554299.27,0
CASH_IN,65671.39,378896.52,444567.92,1941128.49,2444985.19,0
CASH_IN,35492.2,444567.92,480060.12,377569.57,0.0,0
CASH_IN,18510.43,480060.12,498570.55,20801.0,34361.39,0
CASH_IN,83587.86,498570.55,582158.41,271161.74,0.0,0
CASH_IN,62455.76,582158.41,644614.17,171158.16,16518.36,0
CASH_IN,44708.03,644614.17,689322.19,51569.17,9940339.29,0
CASH_IN,343189.13,689322.19,1032511.32,8906586.96,10681238.79,0
CASH_IN,60215.46,1032511.32,1092726.78,83172.04,0.0,0
CASH_IN,235288.68,1092726.78,1328015.46,3093624.06,3554299.27,0
CASH_IN,206955.99,1328015.46,1534971.46,2027750.76,1015132.48,0
CASH_IN,383446.61,1534971.46,1918418.07,2337040.82,1254956.07,0
CASH_IN,145095.94,1918418.07,2063514.01,1187275.85,1186556.81,0
CASH_IN,300632.87,2063514.01,2364146.87,385057.43,22774.25,0
CASH_IN,119081.76,2364146.87,2483228.64,2762216.66,1412484.09,0
CASH_IN,203148.34,2483228.64,2686376.98,1134980.28,424250.45,0
CASH_IN,104335.07,2686376.98,2790712.05,1875457.1,2444985.19,0
CASH_IN,251482.63,2790712.05,3042194.68,2643134.89,1412484.09,0
CASH_IN,92784.06,3042194.68,3134978.74,119296.99,22233.65,0
CASH_IN,21670.38,3134978.74,3156649.13,54530.44,1891.79,0
CASH_IN,175443.85,3156649.13,3332092.98,2918681.63,3420103.09,0
CASH_IN,226031.29,3332092.98,3558124.26,1953594.21,1254956.07,0
CASH_IN,234052.7,3558124.26,3792176.96,751734.62,130747.56,0
CASH_IN,229848.96,3792176.96,4022025.93,1042179.91,1186556.81,0
CASH_IN,111655.85,4022025.93,4133681.78,565797.08,247063.16,0
CASH_IN,51284.87,4133681.78,4184966.65,6054544.78,6453430.91,0
CASH_IN,270.78,4184966.65,4185237.43,3019.0,0.0,0
CASH_IN,154442.99,4185237.43,4339680.42,315983.22,185389.8,0
CASH_IN,34918.59,4339680.42,4374599.01,66604.54,18627.02,0
CASH_IN,57262.72,4374599.01,4431861.74,72917.77,16896.7,0
CASH_IN,189703.56,4431861.74,4621565.3,477147.47,55974.56,0
CASH_IN,288838.13,4621565.3,4910403.44,517681.93,130747.56,0
CASH_IN,61505.91,4910403.44,4910403.44,4910403.44,10588885.27,0
CASH_IN,404167.6,4910403.44,4910403.44,4910403.44,10588885.27,0
CASH_IN,57323.56,4910403.44,4967726.99,99774.27,42450.71,0
CASH_IN,68988.21,4967726.99,5036715.2,1820794.77,1015132.48,0
CASH_IN,74230.21,5036715.2,5110945.41,19415272.09,19169204.93,0
CASH_IN,377287.8,5110945.41,5488233.21,2256095.33,971418.91,0
CASH_IN,185897.79,5488233.21,5674131.0,390209.15,23508.22,0
CASH_IN,173842.23,5674131.0,5847973.23,231914.67,66575.5,0
CASH_IN,31646.31,5847973.23,5879619.54,58072.44,66575.5,0
CASH_IN,48134.99,5879619.54,5927754.53,55211.3,0.0,0
CASH_IN,229982.47,5927754.53,6157737.0,1727562.92,1254956.07,0
CASH_IN,216806.48,6157737.0,6374543.48,1497580.45,1254956.07,0
CASH_IN,117257.18,6374543.48,6491800.66,204311.36,23508.22,0
CASH_IN,174413.77,6491800.66,6666214.43,213713.99,46393.85,0
CASH_IN,72897.92,6666214.43,6739112.35,327169.9,4891090.56,0
CASH_IN,82564.24,6739112.35,6821676.59,342077.36,0.0,0
CASH_IN,63764.9,6821676.59,6885441.49,445655.6,215851.28,0
CASH_IN,183074.81,6885441.49,7068516.3,187573.89,0.0,0
CASH_IN,223744.8,7068516.3,7292261.09,454141.23,247063.16,0
CASH_IN,46179.38,7292261.09,7338440.47,306791.16,0.0,0
CASH_IN,91611.03,7338440.47,7430051.5,931831.94,424250.45,0
CASH_IN,128022.19,7430051.5,7558073.69,2756959.24,2107778.11,0
CASH_IN,157949.72,7558073.69,7716023.4,1878807.53,971418.91,0
CASH_IN,26516.56,7716023.4,7742539.96,63127.8,8383.29,0
CASH_IN,105647.45,7742539.96,7848187.42,126541.52,265092.36,0
CASH_IN,61858.19,7848187.42,7910045.61,1720857.81,971418.91,0
CASH_IN,245041.35,7910045.61,8155086.95,1658999.62,971418.91,0
CASH_IN,42922.81,8155086.95,8198009.76,87054.17,23508.22,0
CASH_IN,137465.55,8198009.76,8335475.31,1066345.61,500631.71,0
CASH_IN,170207.14,8335475.31,8505682.45,259513.13,0.0,0
CASH_IN,18513.77,8505682.45,8524196.22,2858335.38,3554299.27,0
CASH_IN,199318.34,8524196.22,8723514.56,260611.78,0.0,0
CASH_IN,26295.3,8723514.56,8749809.86,13915059.95,16874643.09,0
CASH_IN,111549.83,8749809.86,8861359.69,208152.76,277515.05,0
CASH_IN,56912.01,8861359.69,8918271.71,108462.08,0.0,0
CASH_IN,414285.51,8918271.71,9332557.22,614630.33,60738.03,0
CASH_IN,298109.36,9332557.22,9630666.58,493746.17,9291619.62,0
CASH_IN,269736.99,9630666.58,9900403.57,473512.63,32092.07,0
CASH_IN,18622.16,9900403.57,9919025.73,55379.84,36757.68,0
CASH_IN,183816.31,9919025.73,10102842.03,2391652.26,1412484.09,0
CASH_IN,143405.8,10102842.03,10246247.83,195636.81,9291619.62,0
PAYMENT,449.97,13030.57,12580.6,0.0,0.0,0
PAYMENT,2743.55,12580.6,9837.06,0.0,0.0,0
PAYMENT,1548.73,38285.31,36736.58,0.0,0.0,0
PAYMENT,4828.43,36736.58,31908.14,0.0,0.0,0
PAYMENT,1737.12,31908.14,30171.02,0.0,0.0,0
PAYMENT,1089.31,30171.02,29081.71,0.0,0.0,0
PAYMENT,5237.7,29081.71,23844.01,0.0,0.0,0
PAYMENT,3364.48,23844.01,20479.53,0.0,0.0,0
PAYMENT,1889.41,20479.53,18590.13,0.0,0.0,0
PAYMENT,2685.44,11302.0,8616.56,0.0,0.0,0
PAYMENT,1238.08,8616.56,7378.48,0.0,0.0,0
PAYMENT,17994.24,7378.48,0.0,0.0,0.0,0
PAYMENT,6396.49,458.0,0.0,0.0,0.0,0
PAYMENT,2380.21,6003259.91,6000879.7,0.0,0.0,0
CASH_OUT,139754.72,6000879.7,5861124.98,2474475.78,2719172.89,0
PAYMENT,8787.63,50784.0,41996.37,0.0,0.0,0
DEBIT,2261.24,3183.0,921.76,840220.91,424250.45,0
DEBIT,2807.73,1704.0,0.0,15655.05,16896.7,0
PAYMENT,4247.14,49049.96,44802.82,0.0,0.0,0
PAYMENT,4504.48,44802.82,40298.34,0.0,0.0,0
PAYMENT,3051.76,236272.0,233220.24,0.0,0.0,0
PAYMENT,5675.84,224.0,0.0,0.0,0.0,0
DEBIT,194.4,30364.0,30169.6,29741.84,31469.78,0
PAYMENT,8176.58,820.0,0.0,0.0,0.0,0
PAYMENT,4074.17,574.0,0.0,0.0,0.0,0
PAYMENT,13695.83,27392.0,13696.17,0.0,0.0,0
PAYMENT,8092.22,595.0,0.0,0.0,0.0,0
CASH_OUT,286803.5,0.0,0.0,774294.17,157982.12,0
PAYMENT,3620.25,22956.58,19336.33,0.0,0.0,0
CASH_OUT,153952.87,19336.33,0.0,2207835.95,1412484.09,0
PAYMENT,1335.03,2043.0,707.97,0.0,0.0,0
PAYMENT,96.32,41255.0,41158.68,0.0,0.0,0
TRANSFER,412906.88,10353.0,0.0,20894.07,265092.36,0
TRANSFER,288638.46,0.0,0.0,1106431.03,1567434.81,0
PAYMENT,2918.83,158.0,0.0,0.0,0.0,0
PAYMENT,4852.65,30128.26,25275.61,0.0,0.0,0
PAYMENT,13343.47,25275.61,11932.14,0.0,0.0,0
DEBIT,1672.55,50419.0,48746.45,381890.69,215851.28,0
PAYMENT,1020.89,75771.0,74750.11,0.0,0.0,0
PAYMENT,4440.79,49624.0,45183.21,0.0,0.0,0
PAYMENT,12271.39,715.0,0.0,0.0,0.0,0
TRANSFER,379953.15,121856.0,0.0,19826.79,387263.02,0
PAYMENT,9198.49,5970.0,0.0,0.0,0.0,0
PAYMENT,660.52,35451.0,34790.48,0.0,0.0,0
PAYMENT,3485.64,460.0,0.0,0.0,0.0,0
PAYMENT,413.84,26512.93,26099.09,0.0,0.0,0
PAYMENT,3865.44,26099.09,22233.65,0.0,0.0,0
CASH_OUT,124832.65,128.0,0.0,4795.0,122027.28,0
TRANSFER,302151.25,166321.0,0.0,1786.0,193018.94,0
PAYMENT,1854.51,2244.0,389.49,0.0,0.0,0
PAYMENT,2850.6,51550.07,48699.47,0.0,0.0,0
CASH_OUT,130905.88,48699.47,0.0,433800.95,265092.36,0
PAYMENT,8782.48,21368.0,12585.52,0.0,0.0,0
CASH_IN,254286.27,22351.0,276637.27,11155.0,0.0,0
PAYMENT,10239.16,276637.27,266398.11,0.0,0.0,0
TRANSFER,7276.69,93.0,0.0,1463.0,0.0,0
DEBIT,4993.81,20801.0,15807.19,120766.35,5203.54,0
DEBIT,8531.44,2080.0,0.0,31817.35,40348.79,0
PAYMENT,4297.27,7468.0,3170.73,0.0,0.0,0
PAYMENT,7287.73,3170.73,0.0,0.0,0.0,0
PAYMENT,5375.2,81625.0,76249.8,0.0,0.0,0
PAYMENT,3830.45,84182.0,80351.55,0.0,0.0,0
TRANSFER,70543.76,80351.55,9807.8,1061097.67,157982.12,0
PAYMENT,3558.79,20791.0,17232.21,0.0,0.0,0
PAYMENT,6891.56,41921.0,35029.44,0.0,0.0,0
PAYMENT,2875.66,399779.94,396904.27,0.0,0.0,0
PAYMENT,4632.68,396904.27,392271.59,0.0,0.0,0
PAYMENT,13693.11,392271.59,378578.48,0.0,0.0,0
TRANSFER,81222.77,180207.0,98984.23,3243462.05,3461666.05,0
DEBIT,2801.1,661.0,0.0,10505.0,3883.96,0
TRANSFER,273951.34,0.0,0.0,9392554.49,12494367.15,0
TRANSFER,490341.11,20846.0,0.0,0.0,593737.38,0
PAYMENT,226.29,11762.0,11535.71,0.0,0.0,0
CASH_OUT,204691.97,11535.71,0.0,564706.83,265092.36,0
PAYMENT,3399.54,40264.0,36864.46,0.0,0.0,0
PAYMENT,261.95,1803.0,1541.05,0.0,0.0,0
PAYMENT,1815.83,383563.24,381747.41,0.0,0.0,0
PAYMENT,10287.6,381747.41,371459.81,0.0,0.0,0
DEBIT,2633.08,124905.0,122271.92,17146.0,0.0,0
PAYMENT,8818.07,56054.0,47235.93,0.0,0.0,0
PAYMENT,271.77,23550.87,23279.1,0.0,0.0,0
PAYMENT,7017.21,23279.1,16261.9,0.0,0.0,0
PAYMENT,16709.74,26396.0,9686.26,0.0,0.0,0
PAYMENT,2020.04,9686.26,7666.22,0.0,0.0,0
PAYMENT,3601.28,10621.0,7019.72,0.0,0.0,0
DEBIT,6027.22,277100.0,271072.78,2628937.05,2107778.11,0
PAYMENT,7886.77,10863.0,2976.23,0.0,0.0,0
TRANSFER,421520.68,80772.0,0.0,31429.67,290772.6,0
PAYMENT,2444.49,31454.0,29009.51,0.0,0.0,0
PAYMENT,2786.6,29009.51,26222.91,0.0,0.0,0
PAYMENT,2186.58,46265.0,44078.42,0.0,0.0,0
CASH_OUT,265803.38,2634964.27,2369160.89,20480.0,141110.62,0
PAYMENT,12363.37,2369160.89,2356797.53,0.0,0.0,0
DEBIT,3014.72,31568.0,28553.28,25407.65,28422.37,0
TRANSFER,9533.48,13056.0,3522.52,888.0,0.0,0
TRANSFER,139555.44,19466.0,0.0,0.0,139555.44,0
PAYMENT,13525.15,173.0,0.0,0.0,0.0,0
PAYMENT,5134.7,341.0,0.0,0.0,0.0,0
PAYMENT,4881.15,30241.0,25359.85,0.0,0.0,0
CASH_OUT,130470.14,25359.85,0.0,1280773.97,1254956.07,0
TRANSFER,722161.86,11120.0,0.0,0.0,708608.07,0
PAYMENT,5085.47,104537.0,99451.53,0.0,0.0,0
PAYMENT,4617.63,61807.0,57189.37,0.0,0.0,0
PAYMENT,3941.6,128.0,0.0,0.0,0.0,0
PAYMENT,1471.39,0.0,0.0,0.0,0.0,0
PAYMENT,5480.96,379457.0,373976.04,0.0,0.0,0
PAYMENT,1834.74,40061.0,38226.26,0.0,0.0,0
CASH_IN,365914.64,1314.0,367228.64,0.0,0.0,0
PAYMENT,16472.92,367228.64,350755.71,0.0,0.0,0
PAYMENT,31922.09,350755.71,318833.62,0.0,0.0,0
PAYMENT,6450.56,2006.0,0.0,0.0,0.0,0
CASH_OUT,315325.25,0.0,0.0,5341103.79,5515763.34,0
PAYMENT,2869.11,116740.0,113870.89,0.0,0.0,0
PAYMENT,2738.86,12622.0,9883.14,0.0,0.0,0
CASH_IN,60503.37,18465.0,78968.37,55118.2,0.0,0
PAYMENT,450.55,12203.0,11752.45,0.0,0.0,0
DEBIT,8161.64,99379.0,91217.36,490341.11,593737.38,0
TRANSFER,40149.38,287443.9,247294.52,26426.12,66575.5,0
PAYMENT,5829.39,247294.52,241465.13,0.0,0.0,0
PAYMENT,9119.89,241465.13,232345.24,0.0,0.0,0
PAYMENT,3854.39,11049.0,7194.61,0.0,0.0,0
PAYMENT,1053.13,107327.0,106273.87,0.0,0.0,0
PAYMENT,7296.95,12853.74,5556.8,0.0,0.0,0
PAYMENT,9114.34,5556.8,0.0,0.0,0.0,0
PAYMENT,18625.28,0.0,0.0,0.0,0.0,0
PAYMENT,2134.11,0.0,0.0,0.0,0.0,0
PAYMENT,3743.03,0.0,0.0,0.0,0.0,0
PAYMENT,17457.7,0.0,0.0,0.0,0.0,0
PAYMENT,1098.78,0.0,0.0,0.0,0.0,0
PAYMENT,1393.49,0.0,0.0,0.0,0.0,0
PAYMENT,3466.83,0.0,0.0,0.0,0.0,0
PAYMENT,12960.72,0.0,0.0,0.0,0.0,0
PAYMENT,3383.61,0.0,0.0,0.0,0.0,0
PAYMENT,3285.68,0.0,0.0,0.0,0.0,0
PAYMENT,4898.07,0.0,0.0,0.0,0.0,0
PAYMENT,9642.19,0.0,0.0,0.0,0.0,0
PAYMENT,1919.77,0.0,0.0,0.0,0.0,0
PAYMENT,21820.68,0.0,0.0,0.0,0.0,0
PAYMENT,18187.81,0.0,0.0,0.0,0.0,0
PAYMENT,23069.76,0.0,0.0,0.0,0.0,0
PAYMENT,6820.53,0.0,0.0,0.0,0.0,0
PAYMENT,2635.06,105.0,0.0,0.0,0.0,0
PAYMENT,5371.1,14805.0,9433.9,0.0,0.0,0
CASH_OUT,358124.44,19909.0,0.0,5042517.42,4619798.56,0
PAYMENT,2645.88,94.0,0.0,0.0,0.0,0
DEBIT,5454.05,86214.0,80759.95,18590.13,24044.18,0
PAYMENT,2691.57,11618.0,8926.43,0.0,0.0,0
DEBIT,3269.57,57324.0,54054.43,20445.0,0.0,0
PAYMENT,3623.4,39410.0,35786.6,0.0,0.0,0
PAYMENT,102.37,43046.0,42943.63,0.0,0.0,0
PAYMENT,5601.3,7638.0,2036.7,0.0,0.0,0
CASH_OUT,151768.14,2036.7,0.0,179331.6,92307.65,0
PAYMENT,2725.19,14785.0,12059.81,0.0,0.0,0
PAYMENT,1534.54,12059.81,10525.28,0.0,0.0,0
PAYMENT,402.54,10525.28,10122.73,0.0,0.0,0
DEBIT,12617.81,10709.0,0.0,30393.0,0.0,0
PAYMENT,3631.87,13178.14,9546.27,0.0,0.0,0
CASH_OUT,333946.96,9546.27,0.0,4921976.75,22190.99,0
PAYMENT,7648.78,1596.0,0.0,0.0,0.0,0
PAYMENT,11679.19,30414.0,18734.81,0.0,0.0,0
PAYMENT,272.8,101473.0,101200.2,0.0,0.0,0
PAYMENT,1380.95,32860.06,31479.11,0.0,0.0,0
CASH_OUT,29587.32,31479.11,1891.79,1751806.56,1015132.48,0
PAYMENT,1056.64,5578.0,4521.36,0.0,0.0,0
PAYMENT,2515.46,270.0,0.0,0.0,0.0,0
DEBIT,6077.94,73904.0,67826.06,11082.0,0.0,0
DEBIT,8648.45,6734.0,0.0,11010.0,0.0,0
DEBIT,5264.43,326183.0,320918.57,20989.0,0.0,0
PAYMENT,3821.75,10183.0,6361.25,0.0,0.0,0
PAYMENT,4920.42,49478.0,44557.58,0.0,0.0,0
PAYMENT,5635.6,31710.42,26074.82,0.0,0.0,0
PAYMENT,11508.76,26074.82,14566.06,0.0,0.0,0
PAYMENT,2147.21,101336.0,99188.79,0.0,0.0,0
PAYMENT,8380.77,119.0,0.0,0.0,0.0,0
PAYMENT,3850.6,2839821.61,2835971.01,0.0,0.0,0
PAYMENT,5238.73,2835971.01,2830732.28,0.0,0.0,0
PAYMENT,6173.13,100312.0,94138.87,0.0,0.0,0
PAYMENT,1196.9,1956340.01,1955143.11,0.0,0.0,0
PAYMENT,150.07,1955143.11,1954993.04,0.0,0.0,0
PAYMENT,624.1,1954993.04,1954368.93,0.0,0.0,0
PAYMENT,1012.86,284879.0,283866.14,0.0,0.0,0
PAYMENT,3688.28,32528.0,28839.72,0.0,0.0,0
TRANSFER,26112.94,29008.0,2895.06,0.0,2608.64,0
CASH_OUT,286590.92,2895.06,0.0,2830732.28,3554299.27,0
PAYMENT,5430.53,12096.0,6665.47,0.0,0.0,0
PAYMENT,13840.98,7252.0,0.0,0.0,0.0,0
PAYMENT,11479.22,179.0,0.0,0.0,0.0,0
CASH_OUT,119570.96,0.0,0.0,5255923.71,22190.99,0
DEBIT,818.99,35335.0,34516.01,11932.14,18910.85,0
PAYMENT,2736.66,10145.0,7408.34,0.0,0.0,0
PAYMENT,6166.35,10704.0,4537.65,0.0,0.0,0
PAYMENT,4052.14,107305.0,103252.86,0.0,0.0,0
PAYMENT,6730.59,43809.91,37079.31,0.0,0.0,0
TRANSFER,259096.62,37079.31,0.0,272725.11,353532.56,0
TRANSFER,21502.38,0.0,0.0,2361788.82,1412484.09,0
PAYMENT,1810.88,27574.0,25763.12,0.0,0.0,0
PAYMENT,700.86,859272.0,858571.14,0.0,0.0,0
DEBIT,7273.9,31264.0,23990.1,161540.23,185389.8,0
PAYMENT,4845.31,5998.0,1152.69,0.0,0.0,0
PAYMENT,1153.98,20432.0,19278.02,0.0,0.0,0
PAYMENT,1624.03,3079.0,1454.97,0.0,0.0,0
PAYMENT,8076.53,172012.0,163935.47,0.0,0.0,0
PAYMENT,1313.6,21210.0,19896.4,0.0,0.0,0
PAYMENT,6128.41,91737.45,85609.04,0.0,0.0,0
PAYMENT,11301.82,85609.04,74307.22,0.0,0.0,0
PAYMENT,4508.96,74307.22,69798.26,0.0,0.0,0
PAYMENT,2588.24,69798.26,67210.02,0.0,0.0,0
PAYMENT,909.33,67210.02,66300.68,0.0,0.0,0
PAYMENT,7123.18,66300.68,59177.5,0.0,0.0,0
PAYMENT,4449.8,59177.5,54727.71,0.0,0.0,0
PAYMENT,663.34,54727.71,54064.37,0.0,0.0,0
PAYMENT,4043.76,54064.37,50020.61,0.0,0.0,0
PAYMENT,15350.84,50020.61,34669.76,0.0,0.0,0
PAYMENT,11917.23,34669.76,22752.54,0.0,0.0,0
PAYMENT,14145.51,22752.54,8607.03,0.0,0.0,0
PAYMENT,28301.88,8607.03,0.0,0.0,0.0,0
PAYMENT,6976.97,0.0,0.0,0.0,0.0,0
PAYMENT,19572.25,0.0,0.0,0.0,0.0,0
PAYMENT,17389.94,0.0,0.0,0.0,0.0,0
PAYMENT,12123.91,0.0,0.0,0.0,0.0,0
PAYMENT,20007.91,0.0,0.0,0.0,0.0,0
PAYMENT,18389.77,0.0,0.0,0.0,0.0,0
PAYMENT,5947.8,0.0,0.0,0.0,0.0,0
PAYMENT,804.16,0.0,0.0,0.0,0.0,0
PAYMENT,14711.9,0.0,0.0,0.0,0.0,0
PAYMENT,2407.47,0.0,0.0,0.0,0.0,0
PAYMENT,2074.51,12318.0,10243.49,0.0,0.0,0
PAYMENT,5711.01,3967693.52,3961982.51,0.0,0.0,0
PAYMENT,21897.3,3961982.51,3940085.21,0.0,0.0,0
